task_code,status_code,wbs_id,user_field_297,task_name,start_date,end_date,delete_record_flag
LXSSAT1130,Not Started,LINXS-1907.4.1.3.2.1.6.2,,Switch 237 - 601 - Signal Sighting Field Test,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1026,Not Started,LINXS-1907.4.1.3.2.1.6.2,,Switch 237 - 701 - Guideway Civil Inspection,8/27/2021 8:00:00 AM,9/10/2021 5:00:00 PM,
LXSSAT1132,Not Started,LINXS-1907.4.1.3.2.1.6.2,,Switch 237 - 702 - Guidebeam Installation Inspection,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1134,Not Started,LINXS-1907.4.1.3.2.1.6.2,,Switch 237 - 704 - Switch Installation Inspection,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1274,Not Started,LINXS-1907.4.1.3.2.1.6.2,,Switch 237 - 710 - Norming Point Civil Location,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
LXSSAT1738,Not Started,LINXS-1907.4.1.3.2.1.7.1,,Switch 236 - 404 - OCS950 Field Test,11/22/2021 8:00:00 AM,12/7/2021 5:00:00 PM,
LXSSAT1632,Not Started,LINXS-1907.4.1.3.2.1.7.1,,Switch 236 - 705 - Switch Operation,11/8/2021 8:00:00 AM,11/19/2021 5:00:00 PM,
LXSSAT1802,Not Started,LINXS-1907.4.1.3.2.1.7.1,,Switch 236 - 1000 - Switch Correspondence Test,12/8/2021 8:00:00 AM,12/21/2021 5:00:00 PM,
LXSSAT1120,Not Started,LINXS-1907.4.1.3.2.1.7.2,,Switch 236 - 001 - Field Cable Megger & Continuity,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1260,Not Started,LINXS-1907.4.1.3.2.1.7.2,,Switch 236 - 101 - Ground/Power Rail Inspection,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
LXSSAT1262,Not Started,LINXS-1907.4.1.3.2.1.7.2,,Switch 236 - 401C - Signal Installation Inspection,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
LXSSAT1264,Not Started,LINXS-1907.4.1.3.2.1.7.2,,Switch 236 - 401D - Traffic Signal Lights Installation Inspection,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
LXSSAT1122,Not Started,LINXS-1907.4.1.3.2.1.7.2,,Switch 236 - 601 - Signal Sighting Field Test,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1024,Not Started,LINXS-1907.4.1.3.2.1.7.2,,Switch 236 - 701 - Guideway Civil Inspection,8/27/2021 8:00:00 AM,9/10/2021 5:00:00 PM,
LXSSAT1124,Not Started,LINXS-1907.4.1.3.2.1.7.2,,Switch 236 - 702 - Guidebeam Installation Inspection,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1126,Not Started,LINXS-1907.4.1.3.2.1.7.2,,Switch 236 - 704 - Switch Installation Inspection,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1266,Not Started,LINXS-1907.4.1.3.2.1.7.2,,Switch 236 - 710 - Norming Point Civil Location,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
LXSSAT1736,Not Started,LINXS-1907.4.1.3.2.1.8.1,,Switch 235 - 404 - OCS950 Field Test,11/22/2021 8:00:00 AM,12/7/2021 5:00:00 PM,
LXSSAT1630,Not Started,LINXS-1907.4.1.3.2.1.8.1,,Switch 235 - 705 - Switch Operation,11/8/2021 8:00:00 AM,11/19/2021 5:00:00 PM,
LXSSAT1800,Not Started,LINXS-1907.4.1.3.2.1.8.1,,Switch 235 - 1000 - Switch Correspondence Test,12/8/2021 8:00:00 AM,12/21/2021 5:00:00 PM,
LXSSAT1112,Not Started,LINXS-1907.4.1.3.2.1.8.2,,Switch 235 - 001 - Field Cable Megger & Continuity,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1252,Not Started,LINXS-1907.4.1.3.2.1.8.2,,Switch 235 - 101 - Ground/Power Rail Inspection,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
LXSSAT1254,Not Started,LINXS-1907.4.1.3.2.1.8.2,,Switch 235 - 401C - Signal Installation Inspection,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
LXSSAT1256,Not Started,LINXS-1907.4.1.3.2.1.8.2,,Switch 235 - 401D - Traffic Signal Lights Installation Inspection,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
LXSSAT1114,Not Started,LINXS-1907.4.1.3.2.1.8.2,,Switch 235 - 601 - Signal Sighting Field Test,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1022,Not Started,LINXS-1907.4.1.3.2.1.8.2,,Switch 235 - 701 - Guideway Civil Inspection,8/27/2021 8:00:00 AM,9/10/2021 5:00:00 PM,
LXSSAT1116,Not Started,LINXS-1907.4.1.3.2.1.8.2,,Switch 235 - 702 - Guidebeam Installation Inspection,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1118,Not Started,LINXS-1907.4.1.3.2.1.8.2,,Switch 235 - 704 - Switch Installation Inspection,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1258,Not Started,LINXS-1907.4.1.3.2.1.8.2,,Switch 235 - 710 - Norming Point Civil Location,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
LXSSAT1734,Not Started,LINXS-1907.4.1.3.2.1.9.1,,Switch 234 - 404 - OCS950 Field Test,11/22/2021 8:00:00 AM,12/7/2021 5:00:00 PM,
LXSSAT1628,Not Started,LINXS-1907.4.1.3.2.1.9.1,,Switch 234 - 705 - Switch Operation,11/8/2021 8:00:00 AM,11/19/2021 5:00:00 PM,
LXSSAT1798,Not Started,LINXS-1907.4.1.3.2.1.9.1,,Switch 234 - 1000 - Switch Correspondence Test,12/8/2021 8:00:00 AM,12/21/2021 5:00:00 PM,
LXSSAT1104,Not Started,LINXS-1907.4.1.3.2.1.9.2,,Switch 234 - 001 - Field Cable Megger & Continuity,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1244,Not Started,LINXS-1907.4.1.3.2.1.9.2,,Switch 234 - 101 - Ground/Power Rail Inspection,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
LXSSAT1246,Not Started,LINXS-1907.4.1.3.2.1.9.2,,Switch 234 - 401C - Signal Installation Inspection,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
LXSSAT1248,Not Started,LINXS-1907.4.1.3.2.1.9.2,,Switch 234 - 401D - Traffic Signal Lights Installation Inspection,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
LXSSAT1106,Not Started,LINXS-1907.4.1.3.2.1.9.2,,Switch 234 - 601 - Signal Sighting Field Test,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1020,Not Started,LINXS-1907.4.1.3.2.1.9.2,,Switch 234 - 701 - Guideway Civil Inspection,8/27/2021 8:00:00 AM,9/10/2021 5:00:00 PM,
LXSSAT1108,Not Started,LINXS-1907.4.1.3.2.1.9.2,,Switch 234 - 702 - Guidebeam Installation Inspection,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1110,Not Started,LINXS-1907.4.1.3.2.1.9.2,,Switch 234 - 704 - Switch Installation Inspection,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1250,Not Started,LINXS-1907.4.1.3.2.1.9.2,,Switch 234 - 710 - Norming Point Civil Location,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
LXSSAT1732,Not Started,LINXS-1907.4.1.3.2.1.10.1,,Switch 233 - 404 - OCS950 Field Test,11/22/2021 8:00:00 AM,12/7/2021 5:00:00 PM,
LXSSAT1626,Not Started,LINXS-1907.4.1.3.2.1.10.1,,Switch 233 - 705 - Switch Operation,11/8/2021 8:00:00 AM,11/19/2021 5:00:00 PM,
LXSSAT1796,Not Started,LINXS-1907.4.1.3.2.1.10.1,,Switch 233 - 1000 - Switch Correspondence Test,12/8/2021 8:00:00 AM,12/21/2021 5:00:00 PM,
LXSSAT1096,Not Started,LINXS-1907.4.1.3.2.1.10.2,,Switch 233 - 001 - Field Cable Megger & Continuity,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1236,Not Started,LINXS-1907.4.1.3.2.1.10.2,,Switch 233 - 101 - Ground/Power Rail Inspection,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
LXSSAT1238,Not Started,LINXS-1907.4.1.3.2.1.10.2,,Switch 233 - 401C - Signal Installation Inspection,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
LXSSAT1240,Not Started,LINXS-1907.4.1.3.2.1.10.2,,Switch 233 - 401D - Traffic Signal Lights Installation Inspection,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
LXSSAT1098,Not Started,LINXS-1907.4.1.3.2.1.10.2,,Switch 233 - 601 - Signal Sighting Field Test,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1018,Not Started,LINXS-1907.4.1.3.2.1.10.2,,Switch 233 - 701 - Guideway Civil Inspection,8/27/2021 8:00:00 AM,9/10/2021 5:00:00 PM,
LXSSAT1100,Not Started,LINXS-1907.4.1.3.2.1.10.2,,Switch 233 - 702 - Guidebeam Installation Inspection,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1102,Not Started,LINXS-1907.4.1.3.2.1.10.2,,Switch 233 - 704 - Switch Installation Inspection,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1242,Not Started,LINXS-1907.4.1.3.2.1.10.2,,Switch 233 - 710 - Norming Point Civil Location,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
LXSSAT1730,Not Started,LINXS-1907.4.1.3.2.1.11.1,,Switch 232 - 404 - OCS950 Field Test,11/22/2021 8:00:00 AM,12/7/2021 5:00:00 PM,
LXSSAT1624,Not Started,LINXS-1907.4.1.3.2.1.11.1,,Switch 232 - 705 - Switch Operation,11/8/2021 8:00:00 AM,11/19/2021 5:00:00 PM,
LXSSAT1794,Not Started,LINXS-1907.4.1.3.2.1.11.1,,Switch 232 - 1000 - Switch Correspondence Test,12/8/2021 8:00:00 AM,12/21/2021 5:00:00 PM,
LXSSAT1088,Not Started,LINXS-1907.4.1.3.2.1.11.2,,Switch 232 - 001 - Field Cable Megger & Continuity,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1228,Not Started,LINXS-1907.4.1.3.2.1.11.2,,Switch 232 - 101 - Ground/Power Rail Inspection,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
LXSSAT1230,Not Started,LINXS-1907.4.1.3.2.1.11.2,,Switch 232 - 401C - Signal Installation Inspection,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
LXSSAT1232,Not Started,LINXS-1907.4.1.3.2.1.11.2,,Switch 232 - 401D - Traffic Signal Lights Installation Inspection,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
LXSSAT1090,Not Started,LINXS-1907.4.1.3.2.1.11.2,,Switch 232 - 601 - Signal Sighting Field Test,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1016,Not Started,LINXS-1907.4.1.3.2.1.11.2,,Switch 232 - 701 - Guideway Civil Inspection,8/27/2021 8:00:00 AM,9/10/2021 5:00:00 PM,
LXSSAT1092,Not Started,LINXS-1907.4.1.3.2.1.11.2,,Switch 232 - 702 - Guidebeam Installation Inspection,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1094,Not Started,LINXS-1907.4.1.3.2.1.11.2,,Switch 232 - 704 - Switch Installation Inspection,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1234,Not Started,LINXS-1907.4.1.3.2.1.11.2,,Switch 232 - 710 - Norming Point Civil Location,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
LXSSAT1726,Not Started,LINXS-1907.4.1.3.2.1.12.1,,Switch 221 - 404 - OCS950 Field Test,11/22/2021 8:00:00 AM,12/7/2021 5:00:00 PM,
LXSSAT1620,Not Started,LINXS-1907.4.1.3.2.1.12.1,,Switch 221 - 705 - Switch Operation,11/8/2021 8:00:00 AM,11/19/2021 5:00:00 PM,
LXSSAT1790,Not Started,LINXS-1907.4.1.3.2.1.12.1,,Switch 221 - 1000 - Switch Correspondence Test,12/8/2021 8:00:00 AM,12/21/2021 5:00:00 PM,
LXSSAT1728,Not Started,LINXS-1907.4.1.3.2.1.12.1,,Switch 231 - 404 - OCS950 Field Test,11/22/2021 8:00:00 AM,12/7/2021 5:00:00 PM,
LXSSAT1622,Not Started,LINXS-1907.4.1.3.2.1.12.1,,Switch 231 - 705 - Switch Operation,11/8/2021 8:00:00 AM,11/19/2021 5:00:00 PM,
LXSSAT1792,Not Started,LINXS-1907.4.1.3.2.1.12.1,,Switch 231 - 1000 - Switch Correspondence Test,12/8/2021 8:00:00 AM,12/21/2021 5:00:00 PM,
LXSSAT1080,Not Started,LINXS-1907.4.1.3.2.1.12.2,,Switch 231 - 001 - Field Cable Megger & Continuity,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1220,Not Started,LINXS-1907.4.1.3.2.1.12.2,,Switch 231 - 101 - Ground/Power Rail Inspection,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
LXSSAT1222,Not Started,LINXS-1907.4.1.3.2.1.12.2,,Switch 231 - 401C - Signal Installation Inspection,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
LXSSAT1224,Not Started,LINXS-1907.4.1.3.2.1.12.2,,Switch 231 - 401D - Traffic Signal Lights Installation Inspection,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
LXSSAT1082,Not Started,LINXS-1907.4.1.3.2.1.12.2,,Switch 231 - 601 - Signal Sighting Field Test,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1014,Not Started,LINXS-1907.4.1.3.2.1.12.2,,Switch 231 - 701 - Guideway Civil Inspection,8/27/2021 8:00:00 AM,9/10/2021 5:00:00 PM,
LXSSAT1084,Not Started,LINXS-1907.4.1.3.2.1.12.2,,Switch 231 - 702 - Guidebeam Installation Inspection,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1086,Not Started,LINXS-1907.4.1.3.2.1.12.2,,Switch 231 - 704 - Switch Installation Inspection,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1226,Not Started,LINXS-1907.4.1.3.2.1.12.2,,Switch 231 - 710 - Norming Point Civil Location,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
LXSSAT1072,Not Started,LINXS-1907.4.1.3.2.1.13.2,,Switch 221 - 001 - Field Cable Megger & Continuity,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1212,Not Started,LINXS-1907.4.1.3.2.1.13.2,,Switch 221 - 101 - Ground/Power Rail Inspection,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
LXSSAT1214,Not Started,LINXS-1907.4.1.3.2.1.13.2,,Switch 221 - 401C - Signal Installation Inspection,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
LXSSAT1216,Not Started,LINXS-1907.4.1.3.2.1.13.2,,Switch 221 - 401D - Traffic Signal Lights Installation Inspection,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
LXSSAT1074,Not Started,LINXS-1907.4.1.3.2.1.13.2,,Switch 221 - 601 - Signal Sighting Field Test,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1012,Not Started,LINXS-1907.4.1.3.2.1.13.2,,Switch 221 - 701 - Guideway Civil Inspection,8/27/2021 8:00:00 AM,9/10/2021 5:00:00 PM,
LXSSAT1076,Not Started,LINXS-1907.4.1.3.2.1.13.2,,Switch 221 - 702 - Guidebeam Installation Inspection,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1078,Not Started,LINXS-1907.4.1.3.2.1.13.2,,Switch 221 - 704 - Switch Installation Inspection,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1218,Not Started,LINXS-1907.4.1.3.2.1.13.2,,Switch 221 - 710 - Norming Point Civil Location,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
LXSSAT1724,Not Started,LINXS-1907.4.1.3.2.1.14.1,,Switch 212 - 404 - OCS950 Field Test,11/22/2021 8:00:00 AM,12/7/2021 5:00:00 PM,
LXSSAT1618,Not Started,LINXS-1907.4.1.3.2.1.14.1,,Switch 212 - 705 - Switch Operation,11/8/2021 8:00:00 AM,11/19/2021 5:00:00 PM,
LXSSAT1788,Not Started,LINXS-1907.4.1.3.2.1.14.1,,Switch 212 - 1000 - Switch Correspondence Test,12/8/2021 8:00:00 AM,12/21/2021 5:00:00 PM,
LXSSAT1064,Not Started,LINXS-1907.4.1.3.2.1.14.2,,Switch 212 - 001 - Field Cable Megger & Continuity,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1204,Not Started,LINXS-1907.4.1.3.2.1.14.2,,Switch 212 - 101 - Ground/Power Rail Inspection,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
LXSSAT1206,Not Started,LINXS-1907.4.1.3.2.1.14.2,,Switch 212 - 401C - Signal Installation Inspection,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
LXSSAT1208,Not Started,LINXS-1907.4.1.3.2.1.14.2,,Switch 212 - 401D - Traffic Signal Lights Installation Inspection,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
LXSSAT1066,Not Started,LINXS-1907.4.1.3.2.1.14.2,,Switch 212 - 601 - Signal Sighting Field Test,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1010,Not Started,LINXS-1907.4.1.3.2.1.14.2,,Switch 212 - 701 - Guideway Civil Inspection,8/27/2021 8:00:00 AM,9/10/2021 5:00:00 PM,
LXSSAT1068,Not Started,LINXS-1907.4.1.3.2.1.14.2,,Switch 212 - 702 - Guidebeam Installation Inspection,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1070,Not Started,LINXS-1907.4.1.3.2.1.14.2,,Switch 212 - 704 - Switch Installation Inspection,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1210,Not Started,LINXS-1907.4.1.3.2.1.14.2,,Switch 212 - 710 - Norming Point Civil Location,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
LXSSAT1720,Not Started,LINXS-1907.4.1.3.2.1.15.1,,Switch 211 - 404 - OCS950 Field Test,11/22/2021 8:00:00 AM,12/7/2021 5:00:00 PM,
LXSSAT1614,Not Started,LINXS-1907.4.1.3.2.1.15.1,,Switch 211 - 705 - Switch Operation,11/8/2021 8:00:00 AM,11/19/2021 5:00:00 PM,
LXSSAT1782,Not Started,LINXS-1907.4.1.3.2.1.15.1,,Switch 211 - 1000 - Switch Correspondence Test,12/8/2021 8:00:00 AM,12/21/2021 5:00:00 PM,
LXSSAT1056,Not Started,LINXS-1907.4.1.3.2.1.15.2,,Switch 211 - 001 - Field Cable Megger & Continuity,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1190,Not Started,LINXS-1907.4.1.3.2.1.15.2,,Switch 211 - 101 - Ground/Power Rail Inspection,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
LXSSAT1192,Not Started,LINXS-1907.4.1.3.2.1.15.2,,Switch 211 - 401C - Signal Installation Inspection,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
LXSSAT1194,Not Started,LINXS-1907.4.1.3.2.1.15.2,,Switch 211 - 401D - Traffic Signal Lights Installation Inspection,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
LXSSAT1058,Not Started,LINXS-1907.4.1.3.2.1.15.2,,Switch 211 - 601 - Signal Sighting Field Test,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1006,Not Started,LINXS-1907.4.1.3.2.1.15.2,,Switch 211 - 701 - Guideway Civil Inspection,8/27/2021 8:00:00 AM,9/10/2021 5:00:00 PM,
LXSSAT1060,Not Started,LINXS-1907.4.1.3.2.1.15.2,,Switch 211 - 702 - Guidebeam Installation Inspection,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1062,Not Started,LINXS-1907.4.1.3.2.1.15.2,,Switch 211 - 704 - Switch Installation Inspection,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1196,Not Started,LINXS-1907.4.1.3.2.1.15.2,,Switch 211 - 710 - Norming Point Civil Location,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
LXSSAT1594,Not Started,LINXS-1907.4.1.3.2.2,,APM MSF - 801 - VOIP Operational Radio System (VORS),11/8/2021 8:00:00 AM,11/19/2021 5:00:00 PM,
LXSSAT1716,Not Started,LINXS-1907.4.1.3.2.2,,APM MSF - 805 - Data Transmission System (DTS),11/22/2021 8:00:00 AM,12/7/2021 5:00:00 PM,
LXSSAT1718,Not Started,LINXS-1907.4.1.3.2.2,,APM MSF - 805A - Communication Access Point Switch,11/22/2021 8:00:00 AM,12/7/2021 5:00:00 PM,
LXSSAT1972,Not Started,LINXS-1907.4.1.3.2.2,,APM MSF - 812 - ATC Radio System Commissioning & Acceptance,1/28/2022 8:00:00 AM,2/10/2022 5:00:00 PM,
LXSSAT1352,Not Started,LINXS-1907.4.1.3.2.2,,APM MSF - 818 - BWAN Post-Installation Communication RF Survey Test,10/11/2021 8:00:00 AM,10/22/2021 5:00:00 PM,
LXSSAT1596,Not Started,LINXS-1907.4.1.3.2.2,,APM MSF - TBD - Gunshot Detection,11/8/2021 8:00:00 AM,11/19/2021 5:00:00 PM,
LXSSAT1474,Not Started,LINXS-1907.4.1.3.2.2,,APM MSF - 103 - PDS Static Test,10/25/2021 8:00:00 AM,11/5/2021 5:00:00 PM,
LXSSAT1598,Not Started,LINXS-1907.4.1.3.2.2,,APM MSF - 404 - OCS950 Field Test,11/8/2021 8:00:00 AM,11/19/2021 5:00:00 PM,
LXSSAT1600,Not Started,LINXS-1907.4.1.3.2.2,,APM MSF - 802 - Handheld (Maintenance) Radio System,11/8/2021 8:00:00 AM,11/19/2021 5:00:00 PM,
LXSSAT1476,Not Started,LINXS-1907.4.1.3.2.2,,APM MSF - 603 & 803 - Public Address System / Station graphics,10/25/2021 8:00:00 AM,11/5/2021 5:00:00 PM,
LXSSAT1602,Not Started,LINXS-1907.4.1.3.2.2,,APM MSF - 804 - Telephone System,11/8/2021 8:00:00 AM,11/19/2021 5:00:00 PM,
LXSSAT1188,Not Started,LINXS-1907.4.1.3.2.2,,APM MSF - 806 - CCTV System Test,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
LXSSAT1604,Not Started,LINXS-1907.4.1.3.2.2,,APM MSF - 808 - Audio Recording System,11/8/2021 8:00:00 AM,11/19/2021 5:00:00 PM,
LXSSAT1606,Not Started,LINXS-1907.4.1.3.2.2,,APM MSF - 809 - Video Recording System,11/8/2021 8:00:00 AM,11/19/2021 5:00:00 PM,
LXSSAT1886,Not Started,LINXS-1907.4.1.3.2.2,,APM MSF - 811 - TWC ? RF Integrity Test,1/14/2022 8:00:00 AM,1/27/2022 5:00:00 PM,
LXSSAT1478,Not Started,LINXS-1907.4.1.3.2.2,,APM MSF - 819 - BWAN System Test,10/25/2021 8:00:00 AM,11/5/2021 5:00:00 PM,
LXSSAT1608,Not Started,LINXS-1907.4.1.3.2.2,,APM MSF - 1013 - Intrusion Detection System,11/8/2021 8:00:00 AM,11/19/2021 5:00:00 PM,
LXSSAT1610,Not Started,LINXS-1907.4.1.3.2.2,,APM MSF - 1050C - Public Announcement System Test,11/8/2021 8:00:00 AM,11/19/2021 5:00:00 PM,
LXSSAT1612,Not Started,LINXS-1907.4.1.3.2.2,,APM MSF - 1185 - Wayside Network Radio System Test,11/8/2021 8:00:00 AM,11/19/2021 5:00:00 PM,
LXSSAT1198,Not Started,LINXS-1907.4.1.3.2.2,,APM MSF - 203 - UPS system test,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
LXSSAT1200,Not Started,LINXS-1907.4.1.3.2.2,,APM MSF - 831 - Passenger WiFi Radio System Test,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
LXSSAT1616,Not Started,LINXS-1907.4.1.3.2.2,,APM MSF - 5002 - APM Fire Alarm System Test,11/8/2021 8:00:00 AM,11/19/2021 5:00:00 PM,
LXSSAT1784,Not Started,LINXS-1907.4.1.3.2.2,,APM MSF - 403 - Centrl/Locl Contrl/ATC Netwrk Interf,12/8/2021 8:00:00 AM,12/21/2021 5:00:00 PM,
LXSSAT1844,Not Started,LINXS-1907.4.1.3.2.2,,APM MSF - 2001-1 - Perform Correspondence Test,12/22/2021 8:00:00 AM,1/13/2022 5:00:00 PM,
LXSSAT1722,Not Started,LINXS-1907.4.1.3.2.2,,APM MSF - 901B - Vehicle Recieving Inspection Test,11/22/2021 8:00:00 AM,12/7/2021 5:00:00 PM,
LXSSAT1786,Not Started,LINXS-1907.4.1.3.2.2,,APM MSF - 902 - Vehicle Static test,12/8/2021 8:00:00 AM,12/21/2021 5:00:00 PM,
LXSSAT1038,Not Started,LINXS-1907.4.1.3.2.3,,APM MSF - 001 - Field Cable Megger & Continuity,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1040,Not Started,LINXS-1907.4.1.3.2.3,,APM MSF - 004 - Fiber Optic Cable,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1176,Not Started,LINXS-1907.4.1.3.2.3,,APM MSF - 101 - Ground/Power Rail Inspection,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
LXSSAT1354,Not Started,LINXS-1907.4.1.3.2.3,,APM MSF - 102 - PDS Installation Inspection,10/11/2021 8:00:00 AM,10/22/2021 5:00:00 PM,
LXSSAT1042,Not Started,LINXS-1907.4.1.3.2.3,,APM MSF - 201 - UPS Installation Inspection,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1044,Not Started,LINXS-1907.4.1.3.2.3,,APM MSF - 205 - Backup Generator,9/13/2021 8:00:00 AM,9/24/2021 5:00:00 PM,
LXSSAT1002,Not Started,LINXS-1907.4.1.3.2.3,,APM MSF - 301M - Facilities Inspection M&SF,8/27/2021 8:00:00 AM,9/10/2021 5:00:00 PM,
LXSSAT1356,Not Started,LINXS-1907.4.1.3.2.3,,APM MSF - 401 - Wayside ATC Installation Inspection,10/11/2021 8:00:00 AM,10/22/2021 5:00:00 PM,
LXSSAT1178,Not Started,LINXS-1907.4.1.3.2.3,,APM MSF - 401B - Buffer Installation Inspection,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
LXSSAT1180,Not Started,LINXS-1907.4.1.3.2.3,,APM MSF - 401C - Signal Installation Inspection,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
LXSSAT1182,Not Started,LINXS-1907.4.1.3.2.3,,APM MSF - 401D - Traffic Signal Lights Installation Inspection,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
LXSSAT1184,Not Started,LINXS-1907.4.1.3.2.3,,APM MSF - 401F - Axel Counter Installation Verification,9/27/2021 8:00:00 AM,10/8/2021 5:00:00 PM,
